Point     x       y       slice   color 368 6
0 	52 	71 	1 	0
1 	52 	71 	1 	1
2 	59 	69 	1 	2
3 	57 	67 	1 	3
4 	64 	70 	1 	4
5 	64 	69 	1 	5
6 	65 	70 	1 	6
7 	65 	69 	1 	7
8 	64 	67 	1 	8
9 	65 	69 	1 	10
10 	67 	67 	1 	11
11 	66 	67 	1 	12
12 	65 	66 	1 	13
13 	67 	67 	1 	14
14 	67 	67 	1 	15
15 	67 	67 	1 	16
16 	68 	67 	1 	17
17 	67 	67 	1 	18
18 	66 	67 	1 	19
19 	68 	67 	1 	20
20 	69 	67 	1 	21
21 	66 	67 	1 	22
22 	68 	67 	1 	23
23 	68 	67 	1 	24
24 	69 	67 	1 	25
25 	68 	67 	1 	26
26 	68 	67 	1 	27
27 	69 	67 	1 	28
28 	69 	67 	1 	29
29 	68 	66 	1 	30
30 	69 	66 	1 	31
31 	57 	67 	1 	33
32 	61 	67 	1 	34
33 	65 	67 	1 	36
34 	63 	66 	1 	38
35 	64 	66 	1 	39
36 	68 	67 	1 	41
37 	67 	66 	1 	42
38 	66 	64 	1 	43
39 	68 	67 	1 	44
40 	69 	66 	1 	45
41 	69 	65 	1 	46
42 	66 	63 	1 	47
43 	65 	63 	1 	48
44 	68 	66 	1 	49
45 	68 	63 	1 	50
46 	68 	67 	1 	51
47 	68 	66 	1 	52
48 	69 	65 	1 	53
49 	68 	63 	1 	54
50 	68 	66 	1 	55
51 	69 	65 	1 	56
52 	69 	63 	1 	57
53 	69 	65 	1 	58
54 	69 	63 	1 	59
55 	58 	60 	1 	61
56 	65 	63 	1 	62
57 	60 	60 	1 	63
58 	59 	60 	1 	64
59 	62 	60 	1 	65
60 	67 	63 	1 	66
61 	63 	60 	1 	67
62 	62 	60 	1 	68
63 	68 	63 	1 	69
64 	57 	60 	1 	70
65 	59 	60 	1 	71
66 	63 	58 	1 	72
67 	8 	52 	1 	73
68 	9 	55 	1 	74
69 	8 	54 	1 	75
70 	8 	54 	1 	76
71 	8 	52 	1 	77
72 	7 	52 	1 	78
73 	11 	54 	1 	79
74 	10 	52 	1 	80
75 	10 	52 	1 	81
76 	6 	49 	1 	82
77 	9 	53 	1 	83
78 	6 	51 	1 	84
79 	7 	50 	1 	85
80 	6 	50 	1 	86
81 	6 	49 	1 	87
82 	6 	49 	1 	88
83 	11 	53 	1 	89
84 	10 	51 	1 	90
85 	9 	50 	1 	91
86 	9 	50 	1 	92
87 	6 	49 	1 	93
88 	6 	49 	1 	94
89 	6 	45 	1 	95
90 	7 	49 	1 	96
91 	6 	45 	1 	97
92 	10 	49 	1 	98
93 	7 	43 	1 	99
94 	7 	42 	1 	100
95 	6 	42 	1 	101
96 	12 	42 	1 	102
97 	14 	44 	1 	104
98 	13 	43 	1 	105
99 	13 	43 	1 	106
100 	6 	42 	1 	107
101 	6 	44 	1 	108
102 	7 	43 	1 	109
103 	7 	41 	1 	110
104 	6 	42 	1 	111
105 	6 	44 	1 	112
106 	7 	43 	1 	113
107 	7 	41 	1 	114
108 	7 	39 	1 	115
109 	7 	40 	1 	116
110 	7 	42 	1 	117
111 	7 	41 	1 	118
112 	6 	38 	1 	119
113 	6 	38 	1 	120
114 	9 	39 	1 	121
115 	14 	43 	1 	123
116 	13 	43 	1 	124
117 	14 	42 	1 	125
118 	9 	40 	1 	126
119 	6 	39 	1 	127
120 	7 	41 	1 	128
121 	7 	35 	1 	129
122 	7 	37 	1 	130
123 	7 	36 	1 	131
124 	6 	35 	1 	132
125 	7 	41 	1 	133
126 	7 	35 	1 	134
127 	6 	38 	1 	135
128 	7 	36 	1 	136
129 	8 	34 	1 	137
130 	7 	37 	1 	138
131 	7 	32 	1 	140
132 	7 	37 	1 	141
133 	7 	34 	1 	142
134 	7 	33 	1 	143
135 	8 	33 	1 	144
136 	8 	32 	1 	145
137 	7 	34 	1 	146
138 	7 	32 	1 	147
139 	8 	33 	1 	148
140 	8 	32 	1 	149
141 	8 	33 	1 	150
142 	12 	32 	1 	155
143 	14 	32 	1 	157
144 	8 	33 	1 	158
145 	7 	31 	1 	159
146 	8 	31 	1 	160
147 	15 	28 	1 	173
148 	14 	27 	1 	174
149 	15 	28 	1 	176
150 	15 	26 	1 	177
151 	54 	70 	1 	179
152 	55 	69 	1 	180
153 	54 	69 	1 	181
154 	60 	69 	1 	182
155 	57 	69 	1 	183
156 	64 	69 	1 	184
157 	62 	69 	1 	185
158 	65 	69 	1 	186
159 	65 	69 	1 	187
160 	65 	69 	1 	188
161 	66 	68 	1 	189
162 	66 	69 	1 	190
163 	66 	68 	1 	191
164 	66 	69 	1 	192
165 	65 	69 	1 	193
166 	66 	69 	1 	194
167 	65 	69 	1 	195
168 	54 	70 	1 	196
169 	56 	69 	1 	197
170 	62 	68 	1 	199
171 	63 	69 	1 	200
172 	66 	68 	1 	201
173 	67 	68 	1 	202
