Point     x       y       slice   color 368 6
0 	10 	50 	1 	0
1 	10 	50 	1 	1
2 	11 	57 	1 	2
3 	13 	55 	1 	3
4 	10 	62 	1 	4
5 	11 	62 	1 	5
6 	10 	63 	1 	6
7 	11 	63 	1 	7
8 	13 	62 	1 	8
9 	11 	63 	1 	10
10 	13 	65 	1 	11
11 	13 	64 	1 	12
12 	14 	63 	1 	13
13 	13 	65 	1 	14
14 	13 	65 	1 	15
15 	13 	65 	1 	16
16 	13 	66 	1 	17
17 	13 	65 	1 	18
18 	13 	64 	1 	19
19 	13 	66 	1 	20
20 	13 	67 	1 	21
21 	13 	64 	1 	22
22 	13 	66 	1 	23
23 	13 	66 	1 	24
24 	13 	67 	1 	25
25 	13 	66 	1 	26
26 	13 	66 	1 	27
27 	13 	67 	1 	28
28 	13 	67 	1 	29
29 	14 	66 	1 	30
30 	14 	67 	1 	31
31 	13 	55 	1 	33
32 	13 	59 	1 	34
33 	13 	63 	1 	36
34 	14 	61 	1 	38
35 	14 	62 	1 	39
36 	13 	66 	1 	41
37 	14 	65 	1 	42
38 	16 	64 	1 	43
39 	13 	66 	1 	44
40 	14 	67 	1 	45
41 	15 	67 	1 	46
42 	17 	64 	1 	47
43 	17 	63 	1 	48
44 	14 	66 	1 	49
45 	17 	66 	1 	50
46 	13 	66 	1 	51
47 	14 	66 	1 	52
48 	15 	67 	1 	53
49 	17 	66 	1 	54
50 	14 	66 	1 	55
51 	15 	67 	1 	56
52 	17 	67 	1 	57
53 	15 	67 	1 	58
54 	17 	67 	1 	59
55 	20 	56 	1 	61
56 	17 	63 	1 	62
57 	20 	58 	1 	63
58 	20 	57 	1 	64
59 	20 	60 	1 	65
60 	17 	65 	1 	66
61 	20 	61 	1 	67
62 	20 	60 	1 	68
63 	17 	66 	1 	69
64 	20 	55 	1 	70
65 	20 	57 	1 	71
66 	22 	61 	1 	72
67 	30 	6 	1 	73
68 	27 	7 	1 	74
69 	28 	6 	1 	75
70 	28 	6 	1 	76
71 	30 	6 	1 	77
72 	30 	5 	1 	78
73 	28 	9 	1 	79
