Point     x       y       slice   color 517 6
0 	10 	50 	1 	0
1 	9 	31 	1 	1
2 	8 	30 	1 	2
3 	8 	30 	1 	3
4 	8 	31 	1 	4
5 	9 	31 	1 	5
6 	8 	31 	1 	6
7 	10 	50 	1 	7
8 	9 	52 	1 	8
9 	12 	49 	1 	9
10 	9 	53 	1 	10
11 	10 	52 	1 	11
12 	12 	50 	1 	12
13 	9 	57 	1 	14
14 	11 	57 	1 	15
15 	13 	57 	1 	16
16 	13 	55 	1 	17
17 	10 	62 	1 	18
18 	11 	62 	1 	19
19 	13 	63 	1 	20
20 	13 	57 	1 	21
21 	12 	55 	1 	22
22 	10 	63 	1 	23
23 	11 	63 	1 	24
24 	13 	64 	1 	25
25 	13 	62 	1 	26
26 	11 	63 	1 	28
27 	13 	65 	1 	29
28 	13 	64 	1 	30
29 	14 	63 	1 	31
30 	11 	63 	1 	32
31 	13 	65 	1 	33
32 	13 	65 	1 	34
33 	13 	65 	1 	35
34 	11 	64 	1 	36
35 	13 	66 	1 	37
36 	13 	65 	1 	38
37 	13 	64 	1 	39
38 	11 	64 	1 	40
39 	13 	66 	1 	41
40 	13 	67 	1 	42
41 	13 	64 	1 	43
42 	13 	66 	1 	44
43 	13 	66 	1 	45
44 	13 	67 	1 	46
45 	13 	66 	1 	47
46 	13 	66 	1 	48
47 	13 	67 	1 	49
48 	13 	67 	1 	50
49 	14 	66 	1 	51
50 	14 	67 	1 	52
51 	13 	31 	1 	53
52 	13 	30 	1 	54
53 	13 	30 	1 	55
54 	12 	31 	1 	56
55 	12 	31 	1 	57
56 	12 	31 	1 	58
57 	13 	55 	1 	60
58 	13 	59 	1 	61
59 	13 	63 	1 	63
60 	13 	64 	1 	65
61 	14 	61 	1 	66
62 	13 	65 	1 	67
63 	14 	62 	1 	68
64 	13 	66 	1 	70
65 	14 	65 	1 	71
66 	16 	64 	1 	72
67 	13 	66 	1 	73
68 	14 	67 	1 	74
69 	15 	67 	1 	75
70 	17 	64 	1 	76
71 	17 	65 	1 	77
72 	17 	63 	1 	78
73 	13 	66 	1 	79
74 	14 	66 	1 	80
75 	15 	67 	1 	81
76 	17 	66 	1 	82
77 	13 	66 	1 	83
78 	14 	66 	1 	84
79 	15 	67 	1 	85
80 	17 	66 	1 	86
81 	14 	66 	1 	87
82 	15 	67 	1 	88
83 	17 	67 	1 	89
84 	14 	66 	1 	90
85 	15 	67 	1 	91
86 	17 	67 	1 	92
87 	18 	53 	1 	94
88 	18 	50 	1 	95
89 	18 	51 	1 	96
90 	20 	56 	1 	97
91 	17 	63 	1 	98
92 	20 	58 	1 	99
93 	20 	57 	1 	100
94 	20 	60 	1 	101
95 	20 	58 	1 	102
96 	17 	65 	1 	103
97 	20 	61 	1 	104
98 	20 	60 	1 	105
99 	17 	66 	1 	106
100 	17 	66 	1 	107
101 	20 	55 	1 	109
102 	20 	57 	1 	110
103 	22 	61 	1 	111
104 	30 	6 	1 	112
105 	27 	7 	1 	113
106 	28 	6 	1 	114
107 	28 	6 	1 	115
108 	30 	6 	1 	116
109 	30 	5 	1 	117
110 	28 	9 	1 	118
111 	30 	8 	1 	119
112 	30 	8 	1 	120
113 	34 	5 	1 	121
114 	29 	7 	1 	122
115 	31 	5 	1 	123
116 	32 	6 	1 	124
117 	32 	5 	1 	125
118 	34 	5 	1 	126
119 	34 	5 	1 	127
120 	29 	9 	1 	128
121 	31 	9 	1 	129
122 	32 	8 	1 	130
123 	32 	8 	1 	131
124 	34 	5 	1 	132
125 	33 	5 	1 	133
126 	38 	5 	1 	134
127 	33 	6 	1 	135
128 	38 	5 	1 	136
129 	33 	9 	1 	137
130 	39 	6 	1 	138
131 	40 	6 	1 	139
132 	41 	5 	1 	140
133 	40 	11 	1 	141
134 	38 	13 	1 	143
135 	39 	12 	1 	144
136 	39 	12 	1 	145
137 	41 	5 	1 	146
138 	39 	5 	1 	147
139 	39 	6 	1 	148
140 	41 	6 	1 	149
141 	41 	5 	1 	150
142 	39 	5 	1 	151
143 	39 	6 	1 	152
